"","SRR5098332","SRR5098333","SRR5098339","SRR5098340","SRR5098341","SRR5098343","SRR5098346","SRR5098348","SRR5098349","SRR5098351","SRR5098354","SRR5098355","SRR5098356","SRR5098357","SRR5098359","SRR5098360","SRR5098361","SRR5098363","SRR5098364","SRR5098366","SRR5098367","SRR5098368","SRR5098369","SRR5098370","SRR5098371","SRR5098372","SRR5098373","SRR5098374","SRR5098375","SRR5098376","SRR5098377","SRR5098378","SRR5098379","SRR5098380","SRR5098382","SRR5098383","SRR5098384","SRR5098385","SRR5098386","SRR5098388","SRR5098389","SRR5098390","SRR5098392","SRR5098393","SRR5098394","SRR5098395","SRR5098396","SRR5098397","SRR5098398","SRR5098400","SRR5098401","SRR5098402","SRR5098403","SRR5098404","SRR5098406","SRR5098407","SRR5098408","SRR5098409","SRR5098410","SRR5098411","SRR5098413","SRR5098415","SRR5098416","SRR5098417","SRR5098420","SRR5098421","SRR5098423","SRR5098425","SRR5098426","SRR5098427","SRR5098429","SRR5098430","SRR5098431","SRR5098432","SRR5098434","SRR5098435","SRR5098436","SRR5098438","SRR5098439","SRR5098440","SRR5098442","SRR5098443","SRR5098444","SRR5098445","SRR5098446","SRR5098447","SRR5098449","SRR5098450","SRR5098452","SRR5098453","SRR5098454","SRR5098456","SRR5098457","SRR5098458","SRR5098459","SRR5098460","SRR5098461","SRR5098465","SRR5098466","SRR5098467","SRR5098469","SRR5098470","SRR5098471","SRR5098473","SRR5098474","SRR5098475","SRR5098477","SRR5098478","SRR5098479","SRR5098481","SRR5098483","SRR5098484","SRR5098486","SRR5098487","SRR5098488","SRR5098489","SRR5098490","SRR5098491","SRR5098492","SRR5098493","SRR5098494","SRR5098495","SRR5098496","SRR5098498","SRR5098499","SRR5098500","SRR5098501","SRR5098502","SRR5098503","SRR5098504","SRR5098506","SRR5098507","SRR5098508","SRR5098510","SRR5098511","SRR5098515","SRR5098516","SRR5098517","SRR5098518","SRR5098519","SRR5098520","SRR5098521","SRR5098522","SRR5098523","SRR5098524","SRR5098526","SRR5098527","SRR5098529","SRR5098531","SRR5098533","SRR5098534","SRR5098535","SRR5098536","SRR5098537","SRR5098538","SRR5098539","SRR5098540","SRR5098541","SRR5098542","SRR5098543","SRR5098544","SRR5098545","SRR5098546","SRR5098547","SRR5098548","SRR5098551","SRR5098554","SRR5098555","SRR5098556","SRR5098557","SRR5098558","SRR5098559","SRR5098560","SRR5098561","SRR5098564","SRR5098565","SRR5098566","SRR5098568","SRR5098569","SRR5098571","SRR5098572","SRR5098573","SRR5098574","SRR5098575","SRR5098576","SRR5098577","SRR5098578","SRR5098579","SRR5098581","SRR5098582","SRR5098583","SRR5098584","SRR5098586","SRR5098588","SRR5098589","SRR5098590","SRR5098591","SRR5098592","SRR5098593","SRR5098594","SRR5098595","SRR5098596","SRR5098597","SRR5098598","SRR5098599","SRR5098600","SRR5098601","SRR5098602","SRR5098603","SRR5098604","SRR5098605","SRR5098606","SRR5098607","SRR5098609","SRR5098610","SRR5098611","SRR5098613","SRR5098614","SRR5098668","SRR5098669","SRR5098671","SRR5098673","SRR5098675","SRR5098676","SRR5098677","SRR5098678","SRR5098679","SRR5098680","SRR5098681","SRR5098682","SRR5098685","SRR5098686","SRR5098687","SRR5098688","SRR5098689","SRR5098690","SRR5098693","SRR5098694","SRR5098695","SRR5098696","SRR5098697","SRR5098698","SRR5098699","SRR5098700","SRR5098701","SRR5098702","SRR5098703","SRR5098704","SRR5098705","SRR5098706","SRR5098710","SRR5098712","SRR5098713","SRR5098714","SRR5098715","SRR5098717","SRR5098718","SRR5098719","SRR5098721","SRR5098722","SRR5098723","SRR5098724","SRR5098725","SRR5098726","SRR5098727","SRR5098728","SRR5098729","SRR5098730","SRR5098731","SRR5098732","SRR5098733","SRR5098735","SRR5098736","SRR5098737","SRR5098738","SRR5098739","SRR5098740","SRR5098741","SRR5098742","SRR5098743","SRR5098746","SRR5098747","SRR5098748","SRR5098749","SRR5098750","SRR5098752","SRR5098753","SRR5098755","SRR5098756","SRR5098757","SRR5098758","SRR5098759","SRR5098761","SRR5098762","SRR5098764","SRR5098765","SRR5098767","SRR5098768","SRR5098769","SRR5098770","SRR5098771","SRR5098772","SRR5098773","SRR5098775","SRR5098776","SRR5098777","SRR5098778","SRR5098779","SRR5098780","SRR5098781","SRR5098782"
"g__Prunus",0,0,0,0,14567,0,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,645,0,436,1059,0,0,0,0,0,0,0,152,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20374,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0,0,0,0,0,0,0,755,0,410,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,93629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Raphanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16561,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Rubus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Simsia",0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Sinapis",0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,137,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,1731,0,0,0,0,1162,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,232
"g__Solanaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,2157,0,158,0,0,0,0,0,0,0,0,0,0,54204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Solanum",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Spinacia",0,415,0,0,443,0,0,0,0,0,0,0,880,0,0,0,0,55,0,0,0,0,0,51,0,0,0,0,1362,0,0,0,0,0,0,0,1476,0,0,0,0,10908,72,0,0,0,0,0,0,0,0,3577,0,0,0,183,0,0,0,11901,0,0,0,0,0,52831,0,0,0,0,0,0,0,1589,0,0,0,0,0,15296,0,0,18143,0,0,0,0,0,0,0,0,0,0,25426,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3742,450,0,0,0,0,0,0,0,0,0,0,0,1015,0,70,0,1327,0,2412,0,0,0,0,0,0,0,0,0,0,0,248,0,0,693,0,0,0,0,0,0,0,0,640,448,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,315,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,1360,0,3101,0,0,0,0,0,1403,1764,0,0,269,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,996,0,1421,0,0,0,483,0,196,0,0,0,0,0,0,137,66,0,0,0,0,1639,488,0,0,0,0,0,0,0,0,0,0,111,0,0,112,0,1199,0,0,0,0,0,0,0,0,220,0,0,0,0,0,698,0,1134,0,0,5410,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,172,0
"g__Triticum",0,0,0,0,298,0,0,0,0,0,0,0,61,195,0,1329,0,0,213,0,142,0,480,33,77,0,391,0,0,0,0,0,0,0,0,0,0,0,193,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,715,0,0,0,0,0,525,0,0,0,0,0,0,0,0,250,22,0,0,0,70,0,0,71,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,207,0,0,148,0,256,0,0,0,0,1801,0,0,0,0,829,0,0,0,0,0,2196,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,198,0,0,0,0,87,0,0,102,0,0,0,64,0,0,0,0,0,0,61,0,0,0,0,0,143,0,64,0,83,0,0,0,0,375,0,0,0,0,0,0,0,0,0,278,0,295,0,0,42,0,361,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,253,0,0,103,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,135,0,0,0,0,36,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,4852,0,0,0,0,0,0
"g__Vaccinium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other",0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,166,0,0,259,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,378,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,620,256,235,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,318,0,0,516,0,0,351,94,129,0,0,0,415,0,0,0,0,0,0,0,0,0,2214,0,228,0,88,295,0,0,0,935,0,1007,220,0,0,0,0,0,0,0,51,0,0,0,2021,0,0,21,0,0,0,63,0,0,0,0,0,0,0,38,0,0,16864,0,0,0,0,0,2906,0,0,134,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,69,466,0,451,0,0,0,140,0,0,749,0,0,0,0,447,0,0,70,0,0,0,463,0,0,0,0,333,0,0,385,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1134,149,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,3797,0,808,0,174,0,166,0,823,0,0,245,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,87,0,0,50,0,0,0,0,0,0,0,0,0,0,201,0,0,56,0,0,117,0,25242,0,0,0,0,0,0,399,0,0,0,0,0,0,6305,87,0,0,0,0,0
"Unknown",0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,93,0,0,0,0,0,0,0,41,0,8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,43,0,0,0,0,0,0,437,0,0,0,0,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,6725,0,0,0,0,286,0,0,0,0,77,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0
