qseqid	sseqid	pident	length	qcovs	mismatch	gapopen	qlen	qstart	qend	slen	sstart	send	sstrand	evalue	bitscore
PRJNA356769_ITS2_ASV256	fITS7R_1_rev	94.737	19	6	1	0	311	35	53	19	19	1	minus	1.25e-05	34.2
PRJNA356769_ITS2_ASV256	fITS7_2_fwd	94.737	19	6	1	0	311	35	53	19	1	19	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV256	ITS4-Seb_2_rev	94.118	17	5	1	0	311	289	305	19	17	1	minus	1.95e-04	30.2
PRJNA356769_ITS2_ASV256	gITS7_2_fwd	89.474	19	6	2	0	311	35	53	19	1	19	plus	1.95e-04	30.2
PRJNA356769_ITS2_ASV256	ITS4-Clav_2_rev	94.118	17	5	1	0	311	283	299	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV257	ITS86F_2_fwd	90.476	21	6	2	0	370	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV259	ITS86F_2_fwd	100.000	21	5	0	0	400	35	55	21	1	21	plus	6.62e-08	42.1
PRJNA356769_ITS2_ASV259	fITS7_2_fwd	94.737	19	5	1	0	400	35	53	19	1	19	plus	1.61e-05	34.2
PRJNA356769_ITS2_ASV259	fITS7R_1_rev	94.737	19	5	1	0	400	35	53	19	19	1	minus	1.61e-05	34.2
PRJNA356769_ITS2_ASV259	gITS7_2_fwd	89.474	19	5	2	0	400	35	53	19	1	19	plus	2.52e-04	30.2
PRJNA356769_ITS2_ASV259	LR0B_2_rev	94.737	19	5	1	0	400	370	388	19	19	1	minus	2.52e-04	30.2
PRJNA356769_ITS2_ASV259	ITS4-Seb_2_rev	94.118	17	4	1	0	400	378	394	19	17	1	minus	2.52e-04	30.2
PRJNA356769_ITS2_ASV260	ITS86F_2_fwd	100.000	21	9	0	0	235	32	52	21	1	21	plus	3.83e-08	42.1
PRJNA356769_ITS2_ASV260	LR0B_2_rev	100.000	19	8	0	0	235	205	223	19	19	1	minus	5.98e-07	38.2
PRJNA356769_ITS2_ASV260	fITS7R_1_rev	94.737	19	8	1	0	235	32	50	19	19	1	minus	9.33e-06	34.2
PRJNA356769_ITS2_ASV260	fITS7_2_fwd	94.737	19	8	1	0	235	32	50	19	1	19	plus	9.33e-06	34.2
PRJNA356769_ITS2_ASV260	ITS4-Seb_2_rev	94.118	17	7	1	0	235	213	229	19	17	1	minus	1.46e-04	30.2
PRJNA356769_ITS2_ASV260	gITS7_2_fwd	89.474	19	8	2	0	235	32	50	19	1	19	plus	1.46e-04	30.2
PRJNA356769_ITS2_ASV260	ITS4-Clav_2_rev	94.118	17	7	1	0	235	207	223	18	17	1	minus	0.002	26.3
PRJNA356769_ITS2_ASV261	ITS86F_2_fwd	100.000	21	7	0	0	305	35	55	21	1	21	plus	5.01e-08	42.1
PRJNA356769_ITS2_ASV261	fITS7R_1_rev	94.737	19	6	1	0	305	35	53	19	19	1	minus	1.22e-05	34.2
PRJNA356769_ITS2_ASV261	fITS7_2_fwd	94.737	19	6	1	0	305	35	53	19	1	19	plus	1.22e-05	34.2
PRJNA356769_ITS2_ASV261	gITS7_2_fwd	89.474	19	6	2	0	305	35	53	19	1	19	plus	1.91e-04	30.2
PRJNA356769_ITS2_ASV262	ITS86F_2_fwd	100.000	21	5	0	0	390	35	55	21	1	21	plus	6.45e-08	42.1
PRJNA356769_ITS2_ASV262	fITS7R_1_rev	94.737	19	5	1	0	390	35	53	19	19	1	minus	1.57e-05	34.2
PRJNA356769_ITS2_ASV262	fITS7_2_fwd	94.737	19	5	1	0	390	35	53	19	1	19	plus	1.57e-05	34.2
PRJNA356769_ITS2_ASV262	LR0B_2_rev	94.737	19	5	1	0	390	360	378	19	19	1	minus	2.46e-04	30.2
PRJNA356769_ITS2_ASV262	ITS4-Seb_2_rev	94.118	17	4	1	0	390	368	384	19	17	1	minus	2.46e-04	30.2
PRJNA356769_ITS2_ASV262	gITS7_2_fwd	89.474	19	5	2	0	390	35	53	19	1	19	plus	2.46e-04	30.2
PRJNA356769_ITS2_ASV263	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV263	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV263	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV263	LR0B_2_rev	94.737	19	5	1	0	381	351	369	19	19	1	minus	2.40e-04	30.2
PRJNA356769_ITS2_ASV263	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV263	ITS4-Seb_2_rev	94.118	17	4	1	0	381	359	375	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV264	ITS86F_2_fwd	100.000	21	6	0	0	357	34	54	21	1	21	plus	5.90e-08	42.1
PRJNA356769_ITS2_ASV264	fITS7_2_fwd	94.737	19	5	1	0	357	34	52	19	1	19	plus	1.44e-05	34.2
PRJNA356769_ITS2_ASV264	fITS7R_1_rev	94.737	19	5	1	0	357	34	52	19	19	1	minus	1.44e-05	34.2
PRJNA356769_ITS2_ASV264	gITS7_2_fwd	89.474	19	5	2	0	357	34	52	19	1	19	plus	2.24e-04	30.2
PRJNA356769_ITS2_ASV265	ITS86F_2_fwd	100.000	21	6	0	0	365	35	55	21	1	21	plus	6.03e-08	42.1
PRJNA356769_ITS2_ASV265	LR0B_2_rev	100.000	19	5	0	0	365	335	353	19	19	1	minus	9.42e-07	38.2
PRJNA356769_ITS2_ASV265	fITS7R_1_rev	94.737	19	5	1	0	365	35	53	19	19	1	minus	1.47e-05	34.2
PRJNA356769_ITS2_ASV265	fITS7_2_fwd	94.737	19	5	1	0	365	35	53	19	1	19	plus	1.47e-05	34.2
PRJNA356769_ITS2_ASV265	ITS4-Seb_2_rev	94.118	17	5	1	0	365	343	359	19	17	1	minus	2.30e-04	30.2
PRJNA356769_ITS2_ASV265	gITS7_2_fwd	89.474	19	5	2	0	365	35	53	19	1	19	plus	2.30e-04	30.2
PRJNA356769_ITS2_ASV265	ITS4-Clav_2_rev	94.118	17	5	1	0	365	337	353	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV266	ITS86F_2_fwd	95.238	21	6	1	0	325	35	55	21	1	21	plus	1.31e-05	34.2
PRJNA356769_ITS2_ASV266	fITS7R_1_rev	89.474	19	6	2	0	325	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV267	ITS86F_2_fwd	100.000	21	6	0	0	332	35	55	21	1	21	plus	5.47e-08	42.1
PRJNA356769_ITS2_ASV267	LR0B_2_rev	100.000	19	6	0	0	332	302	320	19	19	1	minus	8.54e-07	38.2
PRJNA356769_ITS2_ASV267	fITS7R_1_rev	94.737	19	6	1	0	332	35	53	19	19	1	minus	1.33e-05	34.2
PRJNA356769_ITS2_ASV267	fITS7_2_fwd	94.737	19	6	1	0	332	35	53	19	1	19	plus	1.33e-05	34.2
PRJNA356769_ITS2_ASV267	ITS4-Seb_2_rev	94.118	17	5	1	0	332	310	326	19	17	1	minus	2.08e-04	30.2
PRJNA356769_ITS2_ASV267	gITS7_2_fwd	89.474	19	6	2	0	332	35	53	19	1	19	plus	2.08e-04	30.2
PRJNA356769_ITS2_ASV267	ITS4-Clav_2_rev	94.118	17	5	1	0	332	304	320	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV268	ITS86F_2_fwd	100.000	21	7	0	0	322	35	55	21	1	21	plus	5.30e-08	42.1
PRJNA356769_ITS2_ASV268	fITS7R_1_rev	94.737	19	6	1	0	322	35	53	19	19	1	minus	1.29e-05	34.2
PRJNA356769_ITS2_ASV268	fITS7_2_fwd	94.737	19	6	1	0	322	35	53	19	1	19	plus	1.29e-05	34.2
PRJNA356769_ITS2_ASV268	gITS7_2_fwd	89.474	19	6	2	0	322	35	53	19	1	19	plus	2.02e-04	30.2
PRJNA356769_ITS2_ASV268	ITS4-Seb_2_rev	94.118	17	5	1	0	322	300	316	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV270	ITS86F_2_fwd	100.000	21	6	0	0	344	35	55	21	1	21	plus	5.68e-08	42.1
PRJNA356769_ITS2_ASV270	LR0B_2_rev	100.000	19	6	0	0	344	314	332	19	19	1	minus	8.86e-07	38.2
PRJNA356769_ITS2_ASV270	fITS7R_1_rev	94.737	19	6	1	0	344	35	53	19	19	1	minus	1.38e-05	34.2
PRJNA356769_ITS2_ASV270	fITS7_2_fwd	94.737	19	6	1	0	344	35	53	19	1	19	plus	1.38e-05	34.2
PRJNA356769_ITS2_ASV270	ITS4-Seb_2_rev	94.118	17	5	1	0	344	322	338	19	17	1	minus	2.16e-04	30.2
PRJNA356769_ITS2_ASV270	gITS7_2_fwd	89.474	19	6	2	0	344	35	53	19	1	19	plus	2.16e-04	30.2
PRJNA356769_ITS2_ASV270	ITS4-Clav_2_rev	94.118	17	5	1	0	344	316	332	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV271	ITS86F_2_fwd	90.476	21	6	2	0	375	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV272	ITS86F_2_fwd	90.476	21	6	2	0	367	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV273	ITS86F_2_fwd	90.476	21	9	2	0	245	31	51	21	1	21	plus	0.002	26.3
PRJNA356769_ITS2_ASV273	fITS7_2_fwd	89.474	19	8	2	0	245	31	49	19	1	19	plus	0.002	26.3
PRJNA356769_ITS2_ASV274	ITS86F_2_fwd	90.476	21	6	2	0	370	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV275	ITS86F_2_fwd	90.476	21	6	2	0	376	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV276	ITS86F_2_fwd	100.000	21	7	0	0	305	35	55	21	1	21	plus	5.01e-08	42.1
PRJNA356769_ITS2_ASV276	fITS7R_1_rev	94.737	19	6	1	0	305	35	53	19	19	1	minus	1.22e-05	34.2
PRJNA356769_ITS2_ASV276	fITS7_2_fwd	94.737	19	6	1	0	305	35	53	19	1	19	plus	1.22e-05	34.2
PRJNA356769_ITS2_ASV276	gITS7_2_fwd	89.474	19	6	2	0	305	35	53	19	1	19	plus	1.91e-04	30.2
PRJNA356769_ITS2_ASV276	ITS4-Seb_2_rev	94.118	17	6	1	0	305	283	299	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV277	ITS86F_2_fwd	90.476	21	6	2	0	335	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV278	ITS86F_2_fwd	100.000	21	5	0	0	387	35	55	21	1	21	plus	6.40e-08	42.1
PRJNA356769_ITS2_ASV278	LR0B_2_rev	100.000	19	5	0	0	387	357	375	19	19	1	minus	1.00e-06	38.2
PRJNA356769_ITS2_ASV278	fITS7_2_fwd	94.737	19	5	1	0	387	35	53	19	1	19	plus	1.56e-05	34.2
PRJNA356769_ITS2_ASV278	fITS7R_1_rev	94.737	19	5	1	0	387	35	53	19	19	1	minus	1.56e-05	34.2
PRJNA356769_ITS2_ASV278	gITS7_2_fwd	89.474	19	5	2	0	387	35	53	19	1	19	plus	2.44e-04	30.2
PRJNA356769_ITS2_ASV278	ITS4-Seb_2_rev	94.118	17	4	1	0	387	365	381	19	17	1	minus	2.44e-04	30.2
PRJNA356769_ITS2_ASV278	ITS4-Clav_2_rev	94.118	17	4	1	0	387	359	375	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV280	ITS86F_2_fwd	100.000	21	5	0	0	436	35	55	21	1	21	plus	7.23e-08	42.1
PRJNA356769_ITS2_ASV280	fITS7R_1_rev	94.737	19	4	1	0	436	35	53	19	19	1	minus	1.76e-05	34.2
PRJNA356769_ITS2_ASV280	fITS7_2_fwd	94.737	19	4	1	0	436	35	53	19	1	19	plus	1.76e-05	34.2
PRJNA356769_ITS2_ASV280	gITS7_2_fwd	89.474	19	4	2	0	436	35	53	19	1	19	plus	2.75e-04	30.2
PRJNA356769_ITS2_ASV280	LR0B_2_rev	100.000	14	3	0	0	436	406	419	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV281	ITS86F_2_fwd	100.000	21	7	0	0	289	35	55	21	1	21	plus	4.74e-08	42.1
PRJNA356769_ITS2_ASV281	fITS7R_1_rev	94.737	19	7	1	0	289	35	53	19	19	1	minus	1.16e-05	34.2
PRJNA356769_ITS2_ASV281	fITS7_2_fwd	94.737	19	7	1	0	289	35	53	19	1	19	plus	1.16e-05	34.2
PRJNA356769_ITS2_ASV281	gITS7_2_fwd	89.474	19	7	2	0	289	35	53	19	1	19	plus	1.81e-04	30.2
PRJNA356769_ITS2_ASV282	ITS86F_2_fwd	100.000	21	6	0	0	374	35	55	21	1	21	plus	6.18e-08	42.1
PRJNA356769_ITS2_ASV282	LR0B_2_rev	100.000	19	5	0	0	374	344	362	19	19	1	minus	9.65e-07	38.2
PRJNA356769_ITS2_ASV282	fITS7R_1_rev	94.737	19	5	1	0	374	35	53	19	19	1	minus	1.51e-05	34.2
PRJNA356769_ITS2_ASV282	fITS7_2_fwd	94.737	19	5	1	0	374	35	53	19	1	19	plus	1.51e-05	34.2
PRJNA356769_ITS2_ASV282	gITS7_2_fwd	89.474	19	5	2	0	374	35	53	19	1	19	plus	2.35e-04	30.2
PRJNA356769_ITS2_ASV282	ITS4-Clav_2_rev	94.118	17	5	1	0	374	346	362	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV283	ITS86F_2_fwd	100.000	21	7	0	0	298	35	55	21	1	21	plus	4.90e-08	42.1
PRJNA356769_ITS2_ASV283	LR0B_2_rev	100.000	19	6	0	0	298	268	286	19	19	1	minus	7.64e-07	38.2
PRJNA356769_ITS2_ASV283	fITS7R_1_rev	94.737	19	6	1	0	298	35	53	19	19	1	minus	1.19e-05	34.2
PRJNA356769_ITS2_ASV283	fITS7_2_fwd	94.737	19	6	1	0	298	35	53	19	1	19	plus	1.19e-05	34.2
PRJNA356769_ITS2_ASV283	ITS4-Seb_2_rev	94.118	17	6	1	0	298	276	292	19	17	1	minus	1.86e-04	30.2
PRJNA356769_ITS2_ASV283	gITS7_2_fwd	89.474	19	6	2	0	298	35	53	19	1	19	plus	1.86e-04	30.2
PRJNA356769_ITS2_ASV283	ITS4-Clav_2_rev	94.118	17	6	1	0	298	270	286	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV284	LR0B_2_rev	100.000	19	9	0	0	218	188	206	19	19	1	minus	6.09e-07	38.2
PRJNA356769_ITS2_ASV284	ITS4-Seb_2_rev	94.118	17	8	1	0	218	196	212	19	17	1	minus	1.48e-04	30.2
PRJNA356769_ITS2_ASV284	ITS4-Clav_2_rev	94.118	17	8	1	0	218	190	206	18	17	1	minus	0.002	26.3
PRJNA356769_ITS2_ASV285	ITS86F_2_fwd	90.476	21	6	2	0	376	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV286	LR0B_2_rev	94.737	19	5	1	0	358	328	346	19	19	1	minus	2.25e-04	30.2
PRJNA356769_ITS2_ASV286	ITS4-Seb_2_rev	94.118	17	5	1	0	358	336	352	19	17	1	minus	2.25e-04	30.2
PRJNA356769_ITS2_ASV286	ITS86F_2_fwd	90.476	21	6	2	0	358	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV287	ITS86F_2_fwd	95.238	21	6	1	0	336	35	55	21	1	21	plus	1.35e-05	34.2
PRJNA356769_ITS2_ASV287	fITS7R_1_rev	89.474	19	6	2	0	336	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV289	ITS86F_2_fwd	100.000	21	5	0	0	427	35	55	21	1	21	plus	7.08e-08	42.1
PRJNA356769_ITS2_ASV289	fITS7R_1_rev	94.737	19	4	1	0	427	35	53	19	19	1	minus	1.73e-05	34.2
PRJNA356769_ITS2_ASV289	fITS7_2_fwd	94.737	19	4	1	0	427	35	53	19	1	19	plus	1.73e-05	34.2
PRJNA356769_ITS2_ASV289	gITS7_2_fwd	89.474	19	4	2	0	427	35	53	19	1	19	plus	2.70e-04	30.2
PRJNA356769_ITS2_ASV289	LR0B_2_rev	100.000	14	3	0	0	427	397	410	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV290	ITS86F_2_fwd	100.000	21	6	0	0	336	35	55	21	1	21	plus	5.54e-08	42.1
PRJNA356769_ITS2_ASV290	LR0B_2_rev	100.000	19	6	0	0	336	306	324	19	19	1	minus	8.65e-07	38.2
PRJNA356769_ITS2_ASV290	fITS7R_1_rev	94.737	19	6	1	0	336	35	53	19	19	1	minus	1.35e-05	34.2
PRJNA356769_ITS2_ASV290	fITS7_2_fwd	94.737	19	6	1	0	336	35	53	19	1	19	plus	1.35e-05	34.2
PRJNA356769_ITS2_ASV290	ITS4-Seb_2_rev	94.118	17	5	1	0	336	314	330	19	17	1	minus	2.11e-04	30.2
PRJNA356769_ITS2_ASV290	gITS7_2_fwd	89.474	19	6	2	0	336	35	53	19	1	19	plus	2.11e-04	30.2
PRJNA356769_ITS2_ASV290	ITS4-Clav_2_rev	94.118	17	5	1	0	336	308	324	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV291	ITS86F_2_fwd	100.000	21	6	0	0	328	35	55	21	1	21	plus	5.40e-08	42.1
PRJNA356769_ITS2_ASV291	fITS7R_1_rev	94.737	19	6	1	0	328	35	53	19	19	1	minus	1.32e-05	34.2
PRJNA356769_ITS2_ASV291	fITS7_2_fwd	94.737	19	6	1	0	328	35	53	19	1	19	plus	1.32e-05	34.2
PRJNA356769_ITS2_ASV291	gITS7_2_fwd	89.474	19	6	2	0	328	35	53	19	1	19	plus	2.06e-04	30.2
PRJNA356769_ITS2_ASV291	ITS4-Seb_2_rev	94.118	17	5	1	0	328	306	322	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV292	ITS86F_2_fwd	100.000	21	6	0	0	332	35	55	21	1	21	plus	5.47e-08	42.1
PRJNA356769_ITS2_ASV292	fITS7R_1_rev	94.737	19	6	1	0	332	35	53	19	19	1	minus	1.33e-05	34.2
PRJNA356769_ITS2_ASV292	fITS7_2_fwd	94.737	19	6	1	0	332	35	53	19	1	19	plus	1.33e-05	34.2
PRJNA356769_ITS2_ASV292	LR0B_2_rev	94.737	19	6	1	0	332	302	320	19	19	1	minus	2.08e-04	30.2
PRJNA356769_ITS2_ASV292	ITS4-Seb_2_rev	94.118	17	5	1	0	332	310	326	19	17	1	minus	2.08e-04	30.2
PRJNA356769_ITS2_ASV292	gITS7_2_fwd	89.474	19	6	2	0	332	35	53	19	1	19	plus	2.08e-04	30.2
PRJNA356769_ITS2_ASV293	ITS86F_2_fwd	100.000	21	6	0	0	341	35	55	21	1	21	plus	5.62e-08	42.1
PRJNA356769_ITS2_ASV293	fITS7_2_fwd	94.737	19	6	1	0	341	35	53	19	1	19	plus	1.37e-05	34.2
PRJNA356769_ITS2_ASV293	fITS7R_1_rev	94.737	19	6	1	0	341	35	53	19	19	1	minus	1.37e-05	34.2
PRJNA356769_ITS2_ASV293	gITS7_2_fwd	89.474	19	6	2	0	341	35	53	19	1	19	plus	2.14e-04	30.2
PRJNA356769_ITS2_ASV293	LR0B_2_rev	94.737	19	6	1	0	341	311	329	19	19	1	minus	2.14e-04	30.2
PRJNA356769_ITS2_ASV293	ITS4-Seb_2_rev	94.118	17	5	1	0	341	319	335	19	17	1	minus	2.14e-04	30.2
PRJNA356769_ITS2_ASV294	ITS86F_2_fwd	100.000	21	5	0	0	400	35	55	21	1	21	plus	6.62e-08	42.1
PRJNA356769_ITS2_ASV294	fITS7_2_fwd	94.737	19	5	1	0	400	35	53	19	1	19	plus	1.61e-05	34.2
PRJNA356769_ITS2_ASV294	fITS7R_1_rev	94.737	19	5	1	0	400	35	53	19	19	1	minus	1.61e-05	34.2
PRJNA356769_ITS2_ASV294	gITS7_2_fwd	89.474	19	5	2	0	400	35	53	19	1	19	plus	2.52e-04	30.2
PRJNA356769_ITS2_ASV294	LR0B_2_rev	94.737	19	5	1	0	400	370	388	19	19	1	minus	2.52e-04	30.2
PRJNA356769_ITS2_ASV294	ITS4-Seb_2_rev	94.118	17	4	1	0	400	378	394	19	17	1	minus	2.52e-04	30.2
PRJNA356769_ITS2_ASV295	ITS86F_2_fwd	100.000	21	7	0	0	302	35	55	21	1	21	plus	4.96e-08	42.1
PRJNA356769_ITS2_ASV295	fITS7_2_fwd	94.737	19	6	1	0	302	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV295	fITS7R_1_rev	94.737	19	6	1	0	302	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV295	gITS7_2_fwd	89.474	19	6	2	0	302	35	53	19	1	19	plus	1.89e-04	30.2
PRJNA356769_ITS2_ASV295	ITS4-Seb_2_rev	94.118	17	6	1	0	302	280	296	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV296	ITS86F_2_fwd	100.000	21	6	0	0	344	35	55	21	1	21	plus	5.68e-08	42.1
PRJNA356769_ITS2_ASV296	fITS7_2_fwd	94.737	19	6	1	0	344	35	53	19	1	19	plus	1.38e-05	34.2
PRJNA356769_ITS2_ASV296	fITS7R_1_rev	94.737	19	6	1	0	344	35	53	19	19	1	minus	1.38e-05	34.2
PRJNA356769_ITS2_ASV296	gITS7_2_fwd	89.474	19	6	2	0	344	35	53	19	1	19	plus	2.16e-04	30.2
PRJNA356769_ITS2_ASV297	ITS86F_2_fwd	100.000	21	5	0	0	422	35	55	21	1	21	plus	7.00e-08	42.1
PRJNA356769_ITS2_ASV297	fITS7R_1_rev	94.737	19	5	1	0	422	35	53	19	19	1	minus	1.71e-05	34.2
PRJNA356769_ITS2_ASV297	fITS7_2_fwd	94.737	19	5	1	0	422	35	53	19	1	19	plus	1.71e-05	34.2
PRJNA356769_ITS2_ASV297	gITS7_2_fwd	89.474	19	5	2	0	422	35	53	19	1	19	plus	2.66e-04	30.2
PRJNA356769_ITS2_ASV297	LR0B_2_rev	100.000	14	3	0	0	422	392	405	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV298	ITS86F_2_fwd	100.000	21	7	0	0	321	35	55	21	1	21	plus	5.29e-08	42.1
PRJNA356769_ITS2_ASV298	fITS7R_1_rev	94.737	19	6	1	0	321	35	53	19	19	1	minus	1.29e-05	34.2
PRJNA356769_ITS2_ASV298	fITS7_2_fwd	94.737	19	6	1	0	321	35	53	19	1	19	plus	1.29e-05	34.2
PRJNA356769_ITS2_ASV298	gITS7_2_fwd	89.474	19	6	2	0	321	35	53	19	1	19	plus	2.01e-04	30.2
PRJNA356769_ITS2_ASV298	ITS4-Seb_2_rev	94.118	17	5	1	0	321	299	315	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV299	ITS86F_2_fwd	100.000	21	7	0	0	303	35	55	21	1	21	plus	4.98e-08	42.1
PRJNA356769_ITS2_ASV299	fITS7R_1_rev	94.737	19	6	1	0	303	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV299	fITS7_2_fwd	94.737	19	6	1	0	303	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV299	gITS7_2_fwd	89.474	19	6	2	0	303	35	53	19	1	19	plus	1.90e-04	30.2
PRJNA356769_ITS2_ASV300	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV300	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV300	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV300	LR0B_2_rev	94.737	19	5	1	0	381	351	369	19	19	1	minus	2.40e-04	30.2
PRJNA356769_ITS2_ASV300	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV300	ITS4-Seb_2_rev	94.118	17	4	1	0	381	359	375	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV301	ITS86F_2_fwd	100.000	21	8	0	0	268	35	55	21	1	21	plus	4.39e-08	42.1
PRJNA356769_ITS2_ASV301	fITS7R_1_rev	94.737	19	7	1	0	268	35	53	19	19	1	minus	1.07e-05	34.2
PRJNA356769_ITS2_ASV301	fITS7_2_fwd	94.737	19	7	1	0	268	35	53	19	1	19	plus	1.07e-05	34.2
PRJNA356769_ITS2_ASV301	LR0B_2_rev	94.737	19	7	1	0	268	238	256	19	19	1	minus	1.67e-04	30.2
PRJNA356769_ITS2_ASV301	gITS7_2_fwd	89.474	19	7	2	0	268	35	53	19	1	19	plus	1.67e-04	30.2
PRJNA356769_ITS2_ASV303	ITS86F_2_fwd	100.000	21	5	0	0	402	35	55	21	1	21	plus	6.66e-08	42.1
PRJNA356769_ITS2_ASV303	LR0B_2_rev	100.000	19	5	0	0	402	372	390	19	19	1	minus	1.04e-06	38.2
PRJNA356769_ITS2_ASV303	fITS7R_1_rev	94.737	19	5	1	0	402	35	53	19	19	1	minus	1.62e-05	34.2
PRJNA356769_ITS2_ASV303	fITS7_2_fwd	94.737	19	5	1	0	402	35	53	19	1	19	plus	1.62e-05	34.2
PRJNA356769_ITS2_ASV303	ITS4-Seb_2_rev	94.118	17	4	1	0	402	380	396	19	17	1	minus	2.53e-04	30.2
PRJNA356769_ITS2_ASV303	gITS7_2_fwd	89.474	19	5	2	0	402	35	53	19	1	19	plus	2.53e-04	30.2
PRJNA356769_ITS2_ASV303	ITS4-Clav_2_rev	94.118	17	4	1	0	402	374	390	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV304	ITS86F_2_fwd	100.000	21	5	0	0	440	35	55	21	1	21	plus	7.30e-08	42.1
PRJNA356769_ITS2_ASV304	fITS7R_1_rev	94.737	19	4	1	0	440	35	53	19	19	1	minus	1.78e-05	34.2
PRJNA356769_ITS2_ASV304	fITS7_2_fwd	94.737	19	4	1	0	440	35	53	19	1	19	plus	1.78e-05	34.2
PRJNA356769_ITS2_ASV304	gITS7_2_fwd	89.474	19	4	2	0	440	35	53	19	1	19	plus	2.78e-04	30.2
PRJNA356769_ITS2_ASV304	LR0B_2_rev	100.000	14	3	0	0	440	410	423	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV305	ITS86F_2_fwd	100.000	21	6	0	0	355	35	55	21	1	21	plus	5.86e-08	42.1
PRJNA356769_ITS2_ASV305	LR0B_2_rev	100.000	19	5	0	0	355	325	343	19	19	1	minus	9.15e-07	38.2
PRJNA356769_ITS2_ASV305	fITS7R_1_rev	94.737	19	5	1	0	355	35	53	19	19	1	minus	1.43e-05	34.2
PRJNA356769_ITS2_ASV305	fITS7_2_fwd	94.737	19	5	1	0	355	35	53	19	1	19	plus	1.43e-05	34.2
PRJNA356769_ITS2_ASV305	ITS4-Seb_2_rev	94.118	17	5	1	0	355	333	349	19	17	1	minus	2.23e-04	30.2
PRJNA356769_ITS2_ASV305	gITS7_2_fwd	89.474	19	5	2	0	355	35	53	19	1	19	plus	2.23e-04	30.2
PRJNA356769_ITS2_ASV305	ITS4-Clav_2_rev	94.118	17	5	1	0	355	327	343	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV306	ITS86F_2_fwd	100.000	21	7	0	0	316	35	55	21	1	21	plus	5.20e-08	42.1
PRJNA356769_ITS2_ASV306	fITS7_2_fwd	94.737	19	6	1	0	316	35	53	19	1	19	plus	1.27e-05	34.2
