"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"PRJNA356769b_ITS2_ASV351","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Phoma",NA
"PRJNA356769b_ITS2_ASV352","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbaceae","g__Sterigmatomyces","s__halophilus"
"PRJNA356769b_ITS2_ASV353","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__mellicola"
"PRJNA356769b_ITS2_ASV354","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__Antrodiella",NA
"PRJNA356769b_ITS2_ASV356","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__strictum"
"PRJNA356769b_ITS2_ASV360","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Starmerella","s__etchellsii"
"PRJNA356769b_ITS2_ASV363","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"PRJNA356769b_ITS2_ASV367","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV369","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__capitatum"
"PRJNA356769b_ITS2_ASV48","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Hyphopichia","s__pseudoburtonii"
"PRJNA356769b_ITS2_ASV372","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Clavispora",NA
"PRJNA356769b_ITS2_ASV374","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycodaceae","g__Hanseniaspora","s__nectarophila"
"PRJNA356769b_ITS2_ASV375","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__clavatophorus"
"PRJNA356769b_ITS2_ASV376","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Lyomyces","s__mascarensis"
"PRJNA356769b_ITS2_ASV916","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Chlamydosporiella","s__restricta"
"PRJNA356769b_ITS2_ASV378","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__fabianii"
"PRJNA356769b_ITS2_ASV379","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora","s__oryzae"
"PRJNA356769b_ITS2_ASV38","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__niveus"
"PRJNA356769b_ITS2_ASV380","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__oceani"
"PRJNA356769b_ITS2_ASV383","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"PRJNA356769b_ITS2_ASV384","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__arunalokei"
"PRJNA356769b_ITS2_ASV385","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__taiwanensis"
"PRJNA356769b_ITS2_ASV388","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomycetaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV395","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"PRJNA356769b_ITS2_ASV397","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"PRJNA356769b_ITS2_ASV398","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__microlaenae"
"PRJNA356769b_ITS2_ASV4","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__roqueforti"
"PRJNA356769b_ITS2_ASV40","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__inflatus"
"PRJNA356769b_ITS2_ASV401","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Acremonium","s__fusidioides"
"PRJNA356769b_ITS2_ASV404","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Stenocarpella","s__maydis"
"PRJNA356769b_ITS2_ASV405","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Atheliaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV406","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__guilliermondii"
"PRJNA356769b_ITS2_ASV409","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Myxotrichum","s__stipitatum"
"PRJNA356769b_ITS2_ASV41","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"PRJNA356769b_ITS2_ASV411","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"PRJNA356769b_ITS2_ASV412","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiales_fam_Incertae_sedis","g__Wallemiales_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV416","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__metapsilosis"
"PRJNA356769b_ITS2_ASV419","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum",NA
"PRJNA356769b_ITS2_ASV42","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Neodevriesiaceae","g__Neodevriesia","s__strelitziicola"
"PRJNA356769b_ITS2_ASV421","k__Fungi","p__Basidiomycota","c__Moniliellomycetes","o__Moniliellales","f__Moniliellaceae","g__Moniliella",NA
"PRJNA356769b_ITS2_ASV422","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__araucariae"
"PRJNA356769b_ITS2_ASV425","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporales_fam_Incertae_sedis","g__Polyporales_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV43","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Limtongozyma","s__cylindracea"
"PRJNA356769b_ITS2_ASV430","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium",NA
"PRJNA356769b_ITS2_ASV431","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__aphidis"
"PRJNA356769b_ITS2_ASV433","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Mycoacia","s__fuscoatra"
"PRJNA356769b_ITS2_ASV434","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Neocamarosporiaceae","g__Neocamarosporium",NA
"PRJNA356769b_ITS2_ASV437","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__equiseti"
"PRJNA356769b_ITS2_ASV438","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Discosia",NA
"PRJNA356769b_ITS2_ASV439","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__globosum"
"PRJNA356769b_ITS2_ASV44","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Starmera","s__stellimalicola"
"PRJNA356769b_ITS2_ASV440","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella",NA
"PRJNA356769b_ITS2_ASV445","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__pulvericola"
"PRJNA356769b_ITS2_ASV447","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Pyriculariaceae","g__Pyricularia",NA
"PRJNA356769b_ITS2_ASV449","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__piceae"
"PRJNA356769b_ITS2_ASV45","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__lunata"
"PRJNA356769b_ITS2_ASV450","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Anthracocystis","s__heteropogonicola"
"PRJNA356769b_ITS2_ASV452","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cystostereaceae","g__Cystostereaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV458","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella",NA
"PRJNA356769b_ITS2_ASV459","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__zeae"
"PRJNA356769b_ITS2_ASV461","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Verhulstia",NA
"PRJNA356769b_ITS2_ASV462","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Parasarocladium","s__wereldwijsianum"
"PRJNA356769b_ITS2_ASV463","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"PRJNA356769b_ITS2_ASV464","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Cordycipitaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV466","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__patagonicus"
"PRJNA356769b_ITS2_ASV468","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Millerozyma","s__farinosa"
"PRJNA356769b_ITS2_ASV469","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__andiyazi"
"PRJNA356769b_ITS2_ASV47","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__hypolithi"
"PRJNA356769b_ITS2_ASV470","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__poae"
"PRJNA356769b_ITS2_ASV471","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae",NA,NA
"PRJNA356769b_ITS2_ASV473","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__citreonigrum"
"PRJNA356769b_ITS2_ASV476","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella",NA
"PRJNA356769b_ITS2_ASV477","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Valsonectria","s__portsmouthensis"
"PRJNA356769b_ITS2_ASV478","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__reticulatus"
"PRJNA356769b_ITS2_ASV482","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__rosae"
"PRJNA356769b_ITS2_ASV483","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__agarici"
"PRJNA356769b_ITS2_ASV484","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sorbosivorans"
"PRJNA356769b_ITS2_ASV486","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Eutypella",NA
"PRJNA356769b_ITS2_ASV493","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__terreus"
"PRJNA356769b_ITS2_ASV494","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__guilliermondii"
"PRJNA356769b_ITS2_ASV495","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"PRJNA356769b_ITS2_ASV496","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium","s__vesicarium"
"PRJNA356769b_ITS2_ASV497","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium",NA
"PRJNA356769b_ITS2_ASV498","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__merdicola"
"PRJNA356769b_ITS2_ASV500","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__rugulosus"
"PRJNA356769b_ITS2_ASV501","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora",NA
"PRJNA356769b_ITS2_ASV503","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla",NA
"PRJNA356769b_ITS2_ASV506","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"PRJNA356769b_ITS2_ASV507","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA
"PRJNA356769b_ITS2_ASV511","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__hyphaenes"
"PRJNA356769b_ITS2_ASV514","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"PRJNA356769b_ITS2_ASV516","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Zalariaceae","g__Zalaria","s__alba"
"PRJNA356769b_ITS2_ASV518","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__nodorum"
"PRJNA356769b_ITS2_ASV520","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__muscicola"
"PRJNA356769b_ITS2_ASV521","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__tsudae"
"PRJNA356769b_ITS2_ASV522","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__otae"
"PRJNA356769b_ITS2_ASV523","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"PRJNA356769b_ITS2_ASV525","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__servazzii"
"PRJNA356769b_ITS2_ASV528","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"PRJNA356769b_ITS2_ASV529","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora",NA
"PRJNA356769b_ITS2_ASV532","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__sympodialis"
"PRJNA356769b_ITS2_ASV536","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__gracilis"
"PRJNA356769b_ITS2_ASV537","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__zeae"
"PRJNA356769b_ITS2_ASV539","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__sporotrichioides"
"PRJNA356769b_ITS2_ASV54","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kluyveromyces","s__lactis"
"PRJNA356769b_ITS2_ASV540","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycodaceae","g__Hanseniaspora","s__uvarum"
"PRJNA356769b_ITS2_ASV543","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__sebi"
"PRJNA356769b_ITS2_ASV545","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__flavescens"
"PRJNA356769b_ITS2_ASV548","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella","s__quercitrusa"
"PRJNA356769b_ITS2_ASV549","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cistella",NA
"PRJNA356769b_ITS2_ASV550","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora",NA
"PRJNA356769b_ITS2_ASV553","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__foliicola"
"PRJNA356769b_ITS2_ASV556","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus",NA
"PRJNA356769b_ITS2_ASV559","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Hyphopichia","s__burtonii"
"PRJNA356769b_ITS2_ASV56","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA
"PRJNA356769b_ITS2_ASV561","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA
"PRJNA356769b_ITS2_ASV563","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae",NA,NA
"PRJNA356769b_ITS2_ASV565","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Rhizoctonia","s__solani"
"PRJNA356769b_ITS2_ASV567","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__rugulosus"
"PRJNA356769b_ITS2_ASV569","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Toxicocladosporium","s__irritans"
"PRJNA356769b_ITS2_ASV57","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales",NA,NA,NA
"PRJNA356769b_ITS2_ASV570","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"PRJNA356769b_ITS2_ASV572","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__halotolerans"
"PRJNA356769b_ITS2_ASV574","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__heteromorpha"
"PRJNA356769b_ITS2_ASV575","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__alimentaria"
"PRJNA356769b_ITS2_ASV578","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilaginaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV579","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__silvicola"
"PRJNA356769b_ITS2_ASV581","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__sorokiniana"
"PRJNA356769b_ITS2_ASV582","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis"
"PRJNA356769b_ITS2_ASV583","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"PRJNA356769b_ITS2_ASV588","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Bulbithecium","s__pinkertoniae"
"PRJNA356769b_ITS2_ASV59","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Skvortzovia","s__furfuracea"
"PRJNA356769b_ITS2_ASV592","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__taiwanensis"
"PRJNA356769b_ITS2_ASV593","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__nigrum"
"PRJNA356769b_ITS2_ASV913","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Clavispora","s__lusitaniae"
"PRJNA356769b_ITS2_ASV598","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Neopyrenochaetaceae","g__Neopyrenochaeta","s__thailandica"
"PRJNA356769b_ITS2_ASV599","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__strictum"
"PRJNA356769b_ITS2_ASV60","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"PRJNA356769b_ITS2_ASV600","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Thermoascaceae","g__Thermoascus","s__crustaceus"
"PRJNA356769b_ITS2_ASV601","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV604","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__triangularis"
"PRJNA356769b_ITS2_ASV605","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV606","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Aeminiaceae","g__Aeminium","s__ludgeri"
"PRJNA356769b_ITS2_ASV609","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"PRJNA356769b_ITS2_ASV61","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__foliicola"
"PRJNA356769b_ITS2_ASV610","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora",NA
"PRJNA356769b_ITS2_ASV611","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__marietelkesiae"
"PRJNA356769b_ITS2_ASV612","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__candidum"
"PRJNA356769b_ITS2_ASV613","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"PRJNA356769b_ITS2_ASV614","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__middelhovenii"
"PRJNA356769b_ITS2_ASV618","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"PRJNA356769b_ITS2_ASV619","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV62","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthomycetidae_ord_Incertae_sedis","f__Thyridiaceae","g__Thyridium","s__oculorum"
"PRJNA356769b_ITS2_ASV621","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__sympodialis"
"PRJNA356769b_ITS2_ASV625","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__steckii"
"PRJNA356769b_ITS2_ASV626","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769b_ITS2_ASV627","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV629","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769b_ITS2_ASV63","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__infirmominiatum"
"PRJNA356769b_ITS2_ASV633","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"PRJNA356769b_ITS2_ASV638","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA
"PRJNA356769b_ITS2_ASV64","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__ampeli"
"PRJNA356769b_ITS2_ASV640","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__bulderi"
"PRJNA356769b_ITS2_ASV641","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
